signal_date,entry_date,exit_date,direction,entry_price,stop_loss,target,exit_price,exit_reason,holding_days,gross_pnl_pct,net_pnl_pct,variant,symbol,exchange
2024-12-20,2024-12-23,2025-01-06,SHORT,142.64999389648438,146.21624374389648,135.51749420166016,135.51749420166016,TARGET,8,5.0,4.85,LONG_RSI_ZONE,TATASTEEL,BSE
2025-07-01,2025-07-02,2025-07-03,LONG,160.10000610351562,156.09750595092774,168.10500640869142,168.10500640869142,TARGET,1,5.000000000000011,4.85000000000001,LONG_RSI_ZONE,TATASTEEL,BSE
2025-08-22,2025-08-25,2025-08-26,LONG,159.0,155.025,166.95000000000002,155.025,STOP_LOSS,1,-2.4999999999999964,-2.6499999999999964,LONG_RSI_ZONE,TATASTEEL,BSE
2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,1,-2.4999999999999925,-2.6499999999999924,LONG_RSI_ZONE,TATASTEEL,BSE
2025-01-27,2025-01-28,2025-01-29,SHORT,101.8499984741211,104.39624843597412,96.75749855041504,104.39624843597412,STOP_LOSS,1,-2.4999999999999947,-2.6499999999999946,CURRENT,VMM,BSE
2025-02-04,2025-02-05,2025-02-05,LONG,123.8499984741211,120.75374851226806,130.04249839782716,120.75374851226806,STOP_LOSS,0,-2.5000000000000044,-2.6500000000000044,CURRENT,VMM,BSE
2026-01-06,2026-01-07,2026-01-20,SHORT,131.1999969482422,134.47999687194823,124.63999710083007,124.63999710083007,TARGET,8,5.000000000000004,4.850000000000004,CURRENT,VMM,BSE
2026-03-04,2026-03-05,2026-03-09,SHORT,113.0,115.82499999999999,107.35,107.35,TARGET,2,5.000000000000005,4.850000000000005,CURRENT,VMM,BSE
2025-01-27,2025-01-28,2025-01-29,SHORT,101.8499984741211,104.39624843597412,96.75749855041504,104.39624843597412,STOP_LOSS,1,-2.4999999999999947,-2.6499999999999946,LONG_RSI_ZONE,VMM,BSE
2025-02-05,2025-02-06,2025-02-06,LONG,121.5500030517578,118.51125297546385,127.6275032043457,118.51125297546385,STOP_LOSS,0,-2.500000000000005,-2.650000000000005,LONG_RSI_ZONE,VMM,BSE
2026-01-06,2026-01-07,2026-01-20,SHORT,131.1999969482422,134.47999687194823,124.63999710083007,124.63999710083007,TARGET,8,5.000000000000004,4.850000000000004,LONG_RSI_ZONE,VMM,BSE
2026-03-04,2026-03-05,2026-03-09,SHORT,113.0,115.82499999999999,107.35,107.35,TARGET,2,5.000000000000005,4.850000000000005,LONG_RSI_ZONE,VMM,BSE
2024-10-07,2024-10-08,2024-10-08,SHORT,126.0500030517578,129.20125312805172,119.7475028991699,129.20125312805172,STOP_LOSS,0,-2.49999999999998,-2.64999999999998,CURRENT,ZEEL,BSE
2025-05-13,2025-05-14,2025-05-19,LONG,125.0,121.875,131.25,131.25,TARGET,3,5.0,4.85,CURRENT,ZEEL,BSE
2026-03-02,2026-03-04,2026-03-09,SHORT,83.0,85.07499999999999,78.85,78.85,TARGET,3,5.000000000000006,4.850000000000006,CURRENT,ZEEL,BSE
2026-06-01,2026-06-02,2026-06-03,LONG,94.4000015258789,92.04000148773193,99.12000160217285,92.04000148773193,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,CURRENT,ZEEL,BSE
2026-08-05,2026-08-06,2026-08-11,SHORT,95.0999984741211,97.47749843597411,90.34499855041504,90.34499855041504,TARGET,3,4.9999999999999964,4.849999999999996,CURRENT,ZEEL,BSE
2026-08-21,2026-08-24,2026-08-24,LONG,109.1999969482422,106.46999702453614,114.65999679565432,106.46999702453614,STOP_LOSS,0,-2.500000000000005,-2.650000000000005,CURRENT,ZEEL,BSE
2026-09-03,2026-09-04,2026-09-04,SHORT,92.41000366210938,94.7202537536621,87.7895034790039,91.33999633789062,TIME_EXIT,0,1.1578912258581395,1.0078912258581396,CURRENT,ZEEL,BSE
2024-10-07,2024-10-08,2024-10-08,SHORT,126.0500030517578,129.20125312805172,119.7475028991699,129.20125312805172,STOP_LOSS,0,-2.49999999999998,-2.64999999999998,LONG_RSI_ZONE,ZEEL,BSE
2025-05-13,2025-05-14,2025-05-19,LONG,125.0,121.875,131.25,131.25,TARGET,3,5.0,4.85,LONG_RSI_ZONE,ZEEL,BSE
2026-03-02,2026-03-04,2026-03-09,SHORT,83.0,85.07499999999999,78.85,78.85,TARGET,3,5.000000000000006,4.850000000000006,LONG_RSI_ZONE,ZEEL,BSE
2026-06-01,2026-06-02,2026-06-03,LONG,94.4000015258789,92.04000148773193,99.12000160217285,92.04000148773193,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,LONG_RSI_ZONE,ZEEL,BSE
2026-08-05,2026-08-06,2026-08-11,SHORT,95.0999984741211,97.47749843597411,90.34499855041504,90.34499855041504,TARGET,3,4.9999999999999964,4.849999999999996,LONG_RSI_ZONE,ZEEL,BSE
2026-08-21,2026-08-24,2026-08-24,LONG,109.1999969482422,106.46999702453614,114.65999679565432,106.46999702453614,STOP_LOSS,0,-2.500000000000005,-2.650000000000005,LONG_RSI_ZONE,ZEEL,BSE
2026-09-03,2026-09-04,2026-09-04,SHORT,92.41000366210938,94.7202537536621,87.7895034790039,91.33999633789062,TIME_EXIT,0,1.1578912258581395,1.0078912258581396,LONG_RSI_ZONE,ZEEL,BSE
2025-03-26,2025-03-27,2025-03-28,SHORT,204.25,209.35625,194.0375,209.35625,STOP_LOSS,1,-2.4999999999999947,-2.6499999999999946,CURRENT,ETERNAL,BSE
2026-01-23,2026-01-27,2026-01-29,SHORT,260.8999938964844,267.42249374389644,247.85499420166013,267.42249374389644,STOP_LOSS,2,-2.4999999999999822,-2.649999999999982,CURRENT,ETERNAL,BSE
2026-02-24,2026-02-25,2026-03-02,SHORT,255.5,261.8875,242.725,242.725,TARGET,3,5.000000000000003,4.850000000000002,CURRENT,ETERNAL,BSE
2026-05-14,2026-05-15,2026-05-26,SHORT,244.6999969482422,250.8174968719482,232.46499710083006,250.8174968719482,STOP_LOSS,7,-2.499999999999986,-2.6499999999999857,CURRENT,ETERNAL,BSE
2026-06-19,2026-06-22,2026-06-23,LONG,265.8500061035156,259.2037559509277,279.1425064086914,259.2037559509277,STOP_LOSS,1,-2.500000000000013,-2.650000000000013,CURRENT,ETERNAL,BSE
2025-03-26,2025-03-27,2025-03-28,SHORT,204.25,209.35625,194.0375,209.35625,STOP_LOSS,1,-2.4999999999999947,-2.6499999999999946,LONG_RSI_ZONE,ETERNAL,BSE
2026-01-23,2026-01-27,2026-01-29,SHORT,260.8999938964844,267.42249374389644,247.85499420166013,267.42249374389644,STOP_LOSS,2,-2.4999999999999822,-2.649999999999982,LONG_RSI_ZONE,ETERNAL,BSE
2026-02-24,2026-02-25,2026-03-02,SHORT,255.5,261.8875,242.725,242.725,TARGET,3,5.000000000000003,4.850000000000002,LONG_RSI_ZONE,ETERNAL,BSE
2026-05-14,2026-05-15,2026-05-26,SHORT,244.6999969482422,250.8174968719482,232.46499710083006,250.8174968719482,STOP_LOSS,7,-2.499999999999986,-2.6499999999999857,LONG_RSI_ZONE,ETERNAL,BSE
2026-06-19,2026-06-22,2026-06-23,LONG,265.8500061035156,259.2037559509277,279.1425064086914,259.2037559509277,STOP_LOSS,1,-2.500000000000013,-2.650000000000013,LONG_RSI_ZONE,ETERNAL,BSE
2024-12-23,2024-12-24,2025-01-03,SHORT,457.3500061035156,468.78375625610346,434.48250579833984,468.78375625610346,STOP_LOSS,7,-2.4999999999999876,-2.6499999999999875,CURRENT,PFC,BSE
2025-04-21,2025-04-22,2025-04-23,LONG,436.1000061035156,425.19750595092773,457.9050064086914,425.19750595092773,STOP_LOSS,1,-2.5,-2.65,CURRENT,PFC,BSE
2025-05-28,2025-05-29,2025-05-30,LONG,415.9500122070313,405.5512619018555,436.74751281738287,405.5512619018555,STOP_LOSS,1,-2.5,-2.65,CURRENT,PFC,BSE
2025-06-09,2025-06-10,2025-06-12,LONG,435.0,424.125,456.75,424.125,STOP_LOSS,2,-2.5,-2.65,CURRENT,PFC,BSE
2025-06-18,2025-06-19,2025-06-20,SHORT,395.8999938964844,405.79749374389644,376.10499420166013,405.79749374389644,STOP_LOSS,1,-2.4999999999999885,-2.6499999999999884,CURRENT,PFC,BSE
2025-10-14,2025-10-15,2025-10-29,SHORT,399.8999938964844,409.89749374389646,379.90499420166014,409.89749374389646,STOP_LOSS,9,-2.4999999999999942,-2.649999999999994,CURRENT,PFC,BSE
2025-11-06,2025-11-07,2025-11-07,SHORT,384.5499877929688,394.163737487793,365.32248840332034,394.163737487793,STOP_LOSS,0,-2.4999999999999964,-2.6499999999999964,CURRENT,PFC,BSE
2026-02-02,2026-02-03,2026-02-03,LONG,404.0,393.9,424.20000000000005,393.9,STOP_LOSS,0,-2.5000000000000058,-2.6500000000000057,CURRENT,PFC,BSE
2026-04-13,2026-04-15,2026-04-16,LONG,435.1000061035156,424.2225059509277,456.85500640869145,456.85500640869145,TARGET,1,5.000000000000011,4.85000000000001,CURRENT,PFC,BSE
2026-08-10,2026-08-11,2026-08-20,SHORT,386.0,395.65,366.7,366.7,TARGET,7,5.000000000000003,4.850000000000002,CURRENT,PFC,BSE
2024-12-23,2024-12-24,2025-01-03,SHORT,457.3500061035156,468.78375625610346,434.48250579833984,468.78375625610346,STOP_LOSS,7,-2.4999999999999876,-2.6499999999999875,LONG_RSI_ZONE,PFC,BSE
2025-04-21,2025-04-22,2025-04-23,LONG,436.1000061035156,425.19750595092773,457.9050064086914,425.19750595092773,STOP_LOSS,1,-2.5,-2.65,LONG_RSI_ZONE,PFC,BSE
2025-05-28,2025-05-29,2025-05-30,LONG,415.9500122070313,405.5512619018555,436.74751281738287,405.5512619018555,STOP_LOSS,1,-2.5,-2.65,LONG_RSI_ZONE,PFC,BSE
2025-06-18,2025-06-19,2025-06-20,SHORT,395.8999938964844,405.79749374389644,376.10499420166013,405.79749374389644,STOP_LOSS,1,-2.4999999999999885,-2.6499999999999884,LONG_RSI_ZONE,PFC,BSE
2025-10-14,2025-10-15,2025-10-29,SHORT,399.8999938964844,409.89749374389646,379.90499420166014,409.89749374389646,STOP_LOSS,9,-2.4999999999999942,-2.649999999999994,LONG_RSI_ZONE,PFC,BSE
2025-11-06,2025-11-07,2025-11-07,SHORT,384.5499877929688,394.163737487793,365.32248840332034,394.163737487793,STOP_LOSS,0,-2.4999999999999964,-2.6499999999999964,LONG_RSI_ZONE,PFC,BSE
2026-02-02,2026-02-03,2026-02-03,LONG,404.0,393.9,424.20000000000005,393.9,STOP_LOSS,0,-2.5000000000000058,-2.6500000000000057,LONG_RSI_ZONE,PFC,BSE
2026-04-13,2026-04-15,2026-04-16,LONG,435.1000061035156,424.2225059509277,456.85500640869145,456.85500640869145,TARGET,1,5.000000000000011,4.85000000000001,LONG_RSI_ZONE,PFC,BSE
2026-08-10,2026-08-11,2026-08-20,SHORT,386.0,395.65,366.7,366.7,TARGET,7,5.000000000000003,4.850000000000002,LONG_RSI_ZONE,PFC,BSE
2025-10-16,2025-10-17,2025-10-17,LONG,449.2999877929688,438.06748809814457,471.7649871826173,438.06748809814457,STOP_LOSS,0,-2.5000000000000044,-2.6500000000000044,CURRENT,SWIGGY,BSE
2026-07-30,2026-07-31,2026-07-31,LONG,292.25,284.94374999999997,306.8625,284.94374999999997,STOP_LOSS,0,-2.5000000000000115,-2.6500000000000115,CURRENT,SWIGGY,BSE
2026-07-30,2026-07-31,2026-07-31,LONG,292.25,284.94374999999997,306.8625,284.94374999999997,STOP_LOSS,0,-2.5000000000000115,-2.6500000000000115,LONG_RSI_ZONE,SWIGGY,BSE
2026-08-03,2026-08-04,2026-08-06,LONG,287.29998779296875,280.1174880981445,301.6649871826172,301.6649871826172,TARGET,2,5.000000000000008,4.850000000000008,LONG_RSI_ZONE,SWIGGY,BSE
2024-10-03,2024-10-04,2024-10-04,SHORT,88.12999725341797,90.3332471847534,83.72349739074707,90.3332471847534,STOP_LOSS,0,-2.499999999999984,-2.649999999999984,CURRENT,GMRAIRPORT,BSE
2024-12-20,2024-12-23,2025-01-07,SHORT,78.83999633789062,80.81099624633788,74.89799652099609,76.66000366210938,TIME_EXIT,10,2.7650846994440337,2.6150846994440338,CURRENT,GMRAIRPORT,BSE
2025-07-02,2025-07-03,2025-07-17,LONG,90.19000244140624,87.93525238037108,94.69950256347656,94.69950256347656,TARGET,10,5.00000000000001,4.850000000000009,CURRENT,GMRAIRPORT,BSE
2025-09-17,2025-09-18,2025-09-22,LONG,91.86000061035156,89.56350059509278,96.45300064086915,89.56350059509278,STOP_LOSS,2,-2.499999999999997,-2.649999999999997,CURRENT,GMRAIRPORT,BSE
2026-01-13,2026-01-14,2026-01-16,SHORT,99.0500030517578,101.52625312805174,94.09750289916991,101.52625312805174,STOP_LOSS,1,-2.499999999999992,-2.649999999999992,CURRENT,GMRAIRPORT,BSE
2026-03-09,2026-03-10,2026-03-10,SHORT,93.0500030517578,95.37625312805173,88.39750289916991,95.37625312805173,STOP_LOSS,0,-2.4999999999999853,-2.6499999999999853,CURRENT,GMRAIRPORT,BSE
2024-10-03,2024-10-04,2024-10-04,SHORT,88.12999725341797,90.3332471847534,83.72349739074707,90.3332471847534,STOP_LOSS,0,-2.499999999999984,-2.649999999999984,LONG_RSI_ZONE,GMRAIRPORT,BSE
2024-12-20,2024-12-23,2025-01-07,SHORT,78.83999633789062,80.81099624633788,74.89799652099609,76.66000366210938,TIME_EXIT,10,2.7650846994440337,2.6150846994440338,LONG_RSI_ZONE,GMRAIRPORT,BSE
2026-01-13,2026-01-14,2026-01-16,SHORT,99.0500030517578,101.52625312805174,94.09750289916991,101.52625312805174,STOP_LOSS,1,-2.499999999999992,-2.649999999999992,LONG_RSI_ZONE,GMRAIRPORT,BSE
2026-03-09,2026-03-10,2026-03-10,SHORT,93.0500030517578,95.37625312805173,88.39750289916991,95.37625312805173,STOP_LOSS,0,-2.4999999999999853,-2.6499999999999853,LONG_RSI_ZONE,GMRAIRPORT,BSE
2024-12-23,2024-12-24,2024-12-27,SHORT,33.56999969482422,34.40924968719482,31.891499710083007,34.40924968719482,STOP_LOSS,2,-2.4999999999999956,-2.6499999999999955,CURRENT,UJJIVANSFB,BSE
2025-02-03,2025-02-04,2025-02-04,LONG,37.5,36.5625,39.375,36.5625,STOP_LOSS,0,-2.5,-2.65,CURRENT,UJJIVANSFB,BSE
2025-02-19,2025-02-20,2025-02-21,SHORT,31.899999618530277,32.69749960899353,30.30499963760376,32.69749960899353,STOP_LOSS,1,-2.4999999999999933,-2.6499999999999932,CURRENT,UJJIVANSFB,BSE
2025-10-01,2025-10-03,2025-10-17,LONG,48.06999969482422,46.86824970245361,50.473499679565435,48.75,TIME_EXIT,10,1.4146043467709821,1.2646043467709822,CURRENT,UJJIVANSFB,BSE
2026-01-02,2026-01-05,2026-01-08,LONG,56.65999984741211,55.24349985122681,59.49299983978272,59.49299983978272,TARGET,3,5.000000000000007,4.850000000000007,CURRENT,UJJIVANSFB,BSE
2026-05-06,2026-05-07,2026-05-11,LONG,63.08000183105469,61.50300178527832,66.23400192260742,61.50300178527832,STOP_LOSS,2,-2.499999999999998,-2.6499999999999977,CURRENT,UJJIVANSFB,BSE
2026-05-18,2026-05-19,2026-05-26,SHORT,54.290000915527344,55.647250938415525,51.575500869750975,55.647250938415525,STOP_LOSS,5,-2.499999999999995,-2.649999999999995,CURRENT,UJJIVANSFB,BSE
2024-12-23,2024-12-24,2024-12-27,SHORT,33.56999969482422,34.40924968719482,31.891499710083007,34.40924968719482,STOP_LOSS,2,-2.4999999999999956,-2.6499999999999955,LONG_RSI_ZONE,UJJIVANSFB,BSE
2025-02-05,2025-02-06,2025-02-07,LONG,37.29999923706055,36.36749925613403,39.16499919891358,39.16499919891358,TARGET,1,5.000000000000008,4.850000000000008,LONG_RSI_ZONE,UJJIVANSFB,BSE
2025-02-19,2025-02-20,2025-02-21,SHORT,31.899999618530277,32.69749960899353,30.30499963760376,32.69749960899353,STOP_LOSS,1,-2.4999999999999933,-2.6499999999999932,LONG_RSI_ZONE,UJJIVANSFB,BSE
2025-10-06,2025-10-07,2025-10-07,LONG,49.38999938964844,48.155249404907224,51.859499359130865,48.155249404907224,STOP_LOSS,0,-2.5000000000000058,-2.6500000000000057,LONG_RSI_ZONE,UJJIVANSFB,BSE
2026-01-02,2026-01-05,2026-01-08,LONG,56.65999984741211,55.24349985122681,59.49299983978272,59.49299983978272,TARGET,3,5.000000000000007,4.850000000000007,LONG_RSI_ZONE,UJJIVANSFB,BSE
2026-05-06,2026-05-07,2026-05-11,LONG,63.08000183105469,61.50300178527832,66.23400192260742,61.50300178527832,STOP_LOSS,2,-2.499999999999998,-2.6499999999999977,LONG_RSI_ZONE,UJJIVANSFB,BSE
2026-05-18,2026-05-19,2026-05-26,SHORT,54.290000915527344,55.647250938415525,51.575500869750975,55.647250938415525,STOP_LOSS,5,-2.499999999999995,-2.649999999999995,LONG_RSI_ZONE,UJJIVANSFB,BSE
2025-01-10,2025-01-13,2025-01-14,SHORT,60.11000061035156,61.612750625610346,57.10450057983398,61.612750625610346,STOP_LOSS,1,-2.4999999999999902,-2.64999999999999,CURRENT,IDFCFIRSTB,BSE
2025-09-08,2025-09-09,2025-09-23,LONG,72.25,70.44375,75.8625,70.44375,STOP_LOSS,10,-2.500000000000008,-2.650000000000008,CURRENT,IDFCFIRSTB,BSE
2025-09-26,2025-09-29,2025-10-06,SHORT,68.91000366210938,70.6327537536621,65.46450347900391,70.6327537536621,STOP_LOSS,4,-2.4999999999999876,-2.6499999999999875,CURRENT,IDFCFIRSTB,BSE
2025-10-10,2025-10-13,2025-10-16,LONG,74.41000366210938,72.54975357055663,78.13050384521485,72.54975357055663,STOP_LOSS,3,-2.5000000000000115,-2.6500000000000115,CURRENT,IDFCFIRSTB,BSE
2025-01-10,2025-01-13,2025-01-14,SHORT,60.11000061035156,61.612750625610346,57.10450057983398,61.612750625610346,STOP_LOSS,1,-2.4999999999999902,-2.64999999999999,LONG_RSI_ZONE,IDFCFIRSTB,BSE
2025-09-08,2025-09-09,2025-09-23,LONG,72.25,70.44375,75.8625,70.44375,STOP_LOSS,10,-2.500000000000008,-2.650000000000008,LONG_RSI_ZONE,IDFCFIRSTB,BSE
2025-09-26,2025-09-29,2025-10-06,SHORT,68.91000366210938,70.6327537536621,65.46450347900391,70.6327537536621,STOP_LOSS,4,-2.4999999999999876,-2.6499999999999875,LONG_RSI_ZONE,IDFCFIRSTB,BSE
2025-10-10,2025-10-13,2025-10-16,LONG,74.41000366210938,72.54975357055663,78.13050384521485,72.54975357055663,STOP_LOSS,3,-2.5000000000000115,-2.6500000000000115,LONG_RSI_ZONE,IDFCFIRSTB,BSE
2024-10-11,2024-10-14,2024-10-14,SHORT,319.75,327.74375,303.7625,327.74375,STOP_LOSS,0,-2.499999999999993,-2.649999999999993,CURRENT,HINDCOPPER,BSE
2024-12-23,2024-12-24,2024-12-24,SHORT,274.1499938964844,281.00374374389645,260.44249420166017,281.00374374389645,STOP_LOSS,0,-2.4999999999999876,-2.6499999999999875,CURRENT,HINDCOPPER,BSE
2025-04-07,2025-04-08,2025-04-09,SHORT,193.1999969482422,198.0299968719482,183.53999710083008,198.0299968719482,STOP_LOSS,1,-2.4999999999999853,-2.6499999999999853,CURRENT,HINDCOPPER,BSE
2025-12-04,2025-12-05,2025-12-09,LONG,362.8999938964844,353.82749404907224,381.0449935913086,353.82749404907224,STOP_LOSS,2,-2.500000000000006,-2.650000000000006,CURRENT,HINDCOPPER,BSE
2024-10-11,2024-10-14,2024-10-14,SHORT,319.75,327.74375,303.7625,327.74375,STOP_LOSS,0,-2.499999999999993,-2.649999999999993,LONG_RSI_ZONE,HINDCOPPER,BSE
2024-12-23,2024-12-24,2024-12-24,SHORT,274.1499938964844,281.00374374389645,260.44249420166017,281.00374374389645,STOP_LOSS,0,-2.4999999999999876,-2.6499999999999875,LONG_RSI_ZONE,HINDCOPPER,BSE
2025-04-07,2025-04-08,2025-04-09,SHORT,193.1999969482422,198.0299968719482,183.53999710083008,198.0299968719482,STOP_LOSS,1,-2.4999999999999853,-2.6499999999999853,LONG_RSI_ZONE,HINDCOPPER,BSE
2024-11-06,2024-11-07,2024-11-08,LONG,80.98332977294922,78.95874652862548,85.03249626159668,78.95874652862548,STOP_LOSS,1,-2.500000000000007,-2.650000000000007,CURRENT,NMDC,BSE
2024-12-19,2024-12-20,2024-12-30,SHORT,71.66666412353516,73.45833072662353,68.0833309173584,68.0833309173584,TARGET,5,5.0000000000000036,4.850000000000003,CURRENT,NMDC,BSE
2025-03-04,2025-03-05,2025-03-05,SHORT,62.59000015258789,64.15475015640259,59.460500144958495,64.15475015640259,STOP_LOSS,0,-2.4999999999999956,-2.6499999999999955,CURRENT,NMDC,BSE
2025-03-10,2025-03-11,2025-03-19,LONG,64.58999633789062,62.97524642944336,67.81949615478516,67.81949615478516,TARGET,5,5.0,4.85,CURRENT,NMDC,BSE
2025-04-08,2025-04-09,2025-04-11,SHORT,61.5099983215332,63.04774827957153,58.43449840545654,63.04774827957153,STOP_LOSS,1,-2.4999999999999933,-2.6499999999999932,CURRENT,NMDC,BSE
2025-04-29,2025-04-30,2025-05-02,SHORT,65.1500015258789,66.77875156402587,61.892501449584955,66.77875156402587,STOP_LOSS,1,-2.4999999999999822,-2.649999999999982,CURRENT,NMDC,BSE
2025-05-16,2025-05-19,2025-06-02,LONG,70.11000061035156,68.35725059509276,73.61550064086914,70.79000091552734,TIME_EXIT,10,0.9699048627242216,0.8199048627242216,CURRENT,NMDC,BSE
2025-07-21,2025-07-22,2025-08-05,LONG,72.08999633789062,70.28774642944336,75.69449615478516,71.94000244140625,TIME_EXIT,10,-0.20806478582873494,-0.3580647858287349,CURRENT,NMDC,BSE
2025-09-03,2025-09-04,2025-09-04,LONG,74.94999694824219,73.07624702453613,78.6974967956543,73.07624702453613,STOP_LOSS,0,-2.500000000000004,-2.650000000000004,CURRENT,NMDC,BSE
2025-11-13,2025-11-14,2025-11-18,LONG,77.01000213623047,75.0847520828247,80.86050224304199,75.0847520828247,STOP_LOSS,2,-2.5,-2.65,CURRENT,NMDC,BSE
2025-11-21,2025-11-24,2025-12-01,SHORT,73.36000061035156,75.19400062561034,69.69200057983399,75.19400062561034,STOP_LOSS,5,-2.4999999999999885,-2.6499999999999884,CURRENT,NMDC,BSE
