signal_date,entry_date,exit_date,direction,entry_price,stop_loss,target,exit_price,raw_exit_price,exit_reason,holding_days,gross_pnl_pct,transaction_cost_pct,net_pnl_pct,pnl_pct,symbol,exchange,company_name
2025-04-23,2025-04-24,2025-04-25,LONG,175.5377219467163,171.14927889804838,184.3146080440521,171.06370425859936,171.14927889804838,STOP_LOSS,2,-2.5487499999999996,0.15,-2.6987499999999995,-2.6987499999999995,INOXWIND.BO,BSE,Inox Wind
2025-04-23,2025-04-24,2025-04-25,LONG,175.08749999999998,170.7103125,183.841875,170.62495734375,170.7103125,STOP_LOSS,2,-2.548749999999989,0.15,-2.698749999999989,-2.698749999999989,INOXWIND.NS,NSE,Inox Wind Limited
2025-04-21,2025-04-22,2025-04-25,LONG,410.205,399.94987499999996,430.71525,399.7499000625,399.94987499999996,STOP_LOSS,4,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,LICI.NS,NSE,Life Insurance Corporation Of India
2025-04-23,2025-04-24,2025-04-25,LONG,90.61194898223876,88.34665025768278,95.1425464313507,88.30247693255394,88.34665025768278,STOP_LOSS,2,-2.548750000000004,0.15,-2.698750000000004,-2.698750000000004,MOTHERSON.BO,BSE,Samvardhana Motherson International
2025-04-23,2025-04-24,2025-04-25,LONG,90.97880101776123,88.7043309923172,95.52774106864929,88.65997882682105,88.7043309923172,STOP_LOSS,2,-2.5487499999999916,0.15,-2.6987499999999915,-2.6987499999999915,MOTHERSON.NS,NSE,Samvardhana Motherson International Limited
2025-04-21,2025-04-22,2025-04-28,LONG,1300.6499999999999,1268.1337499999997,1365.6825,1364.99965875,1365.6825,TARGET,5,4.94750000000001,0.15,4.797500000000009,4.797500000000009,500325.BO,BSE,Reliance Industries
2025-05-06,2025-05-07,2025-05-07,SHORT,39.63017652511597,40.620930938243866,37.64866769886017,40.64124140371299,40.620930938243866,STOP_LOSS,1,-2.551249999999993,0.15,-2.701249999999993,-2.701249999999993,IFCI.NS,NSE,IFCI Limited
2025-05-06,2025-05-07,2025-05-07,SHORT,48.73561832237244,49.95400878043174,46.29883740625382,49.97898578482196,49.95400878043174,STOP_LOSS,1,-2.5512499999999854,0.15,-2.7012499999999853,-2.7012499999999853,LLOYDSENGG.BO,BSE,Lloyds Engineering Works
2025-05-09,2025-05-12,2025-05-12,LONG,152.72631889343262,148.9081609210968,160.36263483810427,148.83370684063627,148.9081609210968,STOP_LOSS,1,-2.548749999999992,0.15,-2.698749999999992,-2.698749999999992,WELSPUNLIV.BO,BSE,Welspun Living
2025-05-09,2025-05-12,2025-05-14,LONG,118.10902805328368,115.15630235195158,124.01447945594786,123.9524722162199,124.01447945594786,TARGET,3,4.947500000000011,0.15,4.797500000000011,4.797500000000011,ZEEL.BO,BSE,Zee Entertainment
2025-05-09,2025-05-12,2025-05-14,LONG,118.309125,115.35139687499999,124.22458125,124.162468959375,124.22458125,TARGET,3,4.947500000000009,0.15,4.797500000000008,4.797500000000008,ZEEL.NS,NSE,Zee Entertainment Enterprises Limited
2025-05-15,2025-05-16,2025-05-16,LONG,90.84540305328369,88.57426797695159,95.38767320594788,88.52998084296311,88.57426797695159,STOP_LOSS,1,-2.54875000000001,0.15,-2.6987500000000098,-2.6987500000000098,HFCL.NS,NSE,HFCL Limited
2025-05-14,2025-05-15,2025-05-19,LONG,85.97296530532836,83.82364117269515,90.27161357059478,90.22647776380948,90.27161357059478,TARGET,3,4.947500000000006,0.15,4.797500000000006,4.797500000000006,IDBI.NS,NSE,IDBI Bank Limited
2025-05-16,2025-05-19,2025-05-20,LONG,52.276125,50.969221875,54.889931250000004,50.943737264062506,50.969221875,STOP_LOSS,2,-2.54874999999999,0.15,-2.6987499999999898,-2.6987499999999898,IFCI.NS,NSE,IFCI Limited
2025-05-19,2025-05-20,2025-05-20,LONG,187.343625,182.660034375,196.71080625000002,182.56870435781252,182.660034375,STOP_LOSS,1,-2.5487499999999903,0.15,-2.69874999999999,-2.69874999999999,INOXWIND.BO,BSE,Inox Wind
2025-05-19,2025-05-20,2025-05-20,LONG,187.09349999999998,182.41616249999998,196.448175,182.32495441875,182.41616249999998,STOP_LOSS,1,-2.5487499999999903,0.15,-2.69874999999999,-2.69874999999999,INOXWIND.NS,NSE,Inox Wind Limited
2025-05-13,2025-05-14,2025-05-21,LONG,25.956972244262694,25.308047938156125,27.25482085647583,25.29539391418705,25.308047938156125,STOP_LOSS,6,-2.5487500000000005,0.15,-2.6987500000000004,-2.6987500000000004,FCL.NS,NSE,Fineotex Chemical Limited
2025-05-14,2025-05-15,2025-05-22,LONG,403.451625,393.365334375,423.62420625,393.1686517078125,393.365334375,STOP_LOSS,6,-2.5487499999999947,0.15,-2.6987499999999947,-2.6987499999999947,COALINDIA.BO,BSE,Coal India
2025-05-21,2025-05-22,2025-05-22,LONG,101.8408959159851,99.29487351808547,106.93294071178435,99.24522608132644,99.29487351808547,STOP_LOSS,1,-2.5487499999999947,0.15,-2.6987499999999947,-2.6987499999999947,PNB.NS,NSE,Punjab National Bank
2025-05-14,2025-05-15,2025-05-27,LONG,70.0750209159851,68.32314539308548,73.57877196178437,73.54198257580349,73.57877196178437,TARGET,9,4.9475000000000255,0.15,4.797500000000025,4.797500000000025,NMDC.NS,NSE,NMDC Limited
2025-05-14,2025-05-15,2025-05-27,LONG,123.05149286270141,119.97520554113387,129.2040675058365,129.13946547208357,129.2040675058365,TARGET,9,4.947500000000009,0.15,4.797500000000008,4.797500000000008,SAIL.NS,NSE,Steel Authority of India Limited
2025-05-15,2025-05-16,2025-05-28,LONG,421.71074999999996,411.16798124999997,442.7962875,442.57488935625,442.7962875,TARGET,9,4.947500000000016,0.15,4.797500000000015,4.797500000000015,LICI.NS,NSE,Life Insurance Corporation Of India
2025-05-14,2025-05-15,2025-06-09,LONG,70.14505561065674,68.39142922039032,73.65230839118958,73.61548223699398,73.65230839118958,TARGET,18,4.947500000000002,0.15,4.797500000000001,4.797500000000001,NMDC.BO,BSE,NMDC
2025-06-09,2025-06-10,2025-06-11,LONG,969.4844999999999,945.2473875,1017.958725,944.77476380625,945.2473875,STOP_LOSS,2,-2.5487499999999903,0.15,-2.69874999999999,-2.69874999999999,500034.BO,BSE,Bajaj Finance
2025-06-10,2025-06-11,2025-06-12,LONG,178.339125,173.880646875,187.25608125,173.7937065515625,173.880646875,STOP_LOSS,2,-2.548749999999993,0.15,-2.698749999999993,-2.698749999999993,CGCL.BO,BSE,Capri Global Capital
2025-06-05,2025-06-06,2025-06-12,LONG,258.0789872131347,251.62701253280636,270.98293657379145,251.50119902653998,251.62701253280636,STOP_LOSS,5,-2.54874999999999,0.15,-2.6987499999999898,-2.6987499999999898,ETERNAL.BO,BSE,Eternal
2025-06-09,2025-06-10,2025-06-12,LONG,435.2175,424.33706249999994,456.97837499999997,424.12489396875,424.33706249999994,STOP_LOSS,3,-2.54875,0.15,-2.69875,-2.69875,PFC.BO,BSE,Power Finance Corporation
2025-06-05,2025-06-06,2025-06-13,LONG,256.68827755737306,250.27107061843873,269.5226914352417,250.14593508312953,250.27107061843873,STOP_LOSS,6,-2.5487499999999925,0.15,-2.6987499999999924,-2.6987499999999924,ETERNAL.NS,NSE,ETERNAL LIMITED
2025-06-19,2025-06-20,2025-06-20,SHORT,398.75053720092774,408.7193006309509,378.8130103408813,408.92366028126634,408.7193006309509,STOP_LOSS,1,-2.5512499999999823,0.15,-2.701249999999982,-2.701249999999982,PFC.BO,BSE,Power Finance Corporation
2025-06-26,2025-06-27,2025-06-27,LONG,64.54225713729858,62.92870070886611,67.76936999416351,67.73548530916644,67.76936999416351,TARGET,1,4.9475000000000176,0.15,4.797500000000017,4.797500000000017,LLOYDSENGG.BO,BSE,Lloyds Engineering Works
2025-06-25,2025-06-26,2025-06-30,LONG,240.11999999999998,234.11699999999996,252.12599999999998,233.99994149999998,234.11699999999996,STOP_LOSS,3,-2.54875,0.15,-2.69875,-2.69875,NORTHARC.BO,BSE,Northern Arc Capital
2025-06-25,2025-06-26,2025-07-01,LONG,143.2715969467163,139.6898070230484,150.43517679405213,139.61996211953686,139.6898070230484,STOP_LOSS,4,-2.5487500000000027,0.15,-2.6987500000000026,-2.6987500000000026,SAMMAANCAP.BO,BSE,Sammaan Capital
2025-06-30,2025-07-01,2025-07-02,LONG,428.8643188934326,418.14271092109675,450.30753483810423,417.9336395656362,418.14271092109675,STOP_LOSS,2,-2.548750000000005,0.15,-2.698750000000005,-2.698750000000005,PFC.BO,BSE,Power Finance Corporation
2025-06-30,2025-07-01,2025-07-03,LONG,660.2799872131347,643.7729875328064,693.2939865737915,643.45110103904,643.7729875328064,STOP_LOSS,3,-2.5487499999999876,0.15,-2.6987499999999875,-2.6987499999999875,ICICIPRULI.BO,BSE,ICICI Prudential Life Insurance
2025-07-01,2025-07-02,2025-07-03,LONG,113.15654847335814,110.32763476152418,118.81437589702605,110.27247094414342,110.32763476152418,STOP_LOSS,2,-2.5487500000000054,0.15,-2.6987500000000053,-2.6987500000000053,PNB.NS,NSE,Punjab National Bank
2025-06-30,2025-07-01,2025-07-04,LONG,103.49172244262695,100.90442938156127,108.66630856475831,100.8539771668705,100.90442938156127,STOP_LOSS,4,-2.5487500000000036,0.15,-2.6987500000000035,-2.6987500000000035,IDBI.NS,NSE,IDBI Bank Limited
2025-06-26,2025-06-27,2025-07-07,LONG,146.2730969467163,142.61626952304837,153.5867517940521,153.5099584181551,153.5867517940521,TARGET,7,4.947500000000008,0.15,4.797500000000007,4.797500000000007,IOC.BO,BSE,Indian Oil Corporation
2025-06-27,2025-06-30,2025-07-10,LONG,118.03899335861206,115.08801852464676,123.94094302654267,123.8789725550294,123.94094302654267,TARGET,9,4.947500000000012,0.15,4.797500000000012,4.797500000000012,ADANIPOWER.BO,BSE,Adani Power
2025-06-27,2025-06-30,2025-07-10,LONG,117.95895152664184,115.0099777384758,123.85689910297394,123.79497065342247,123.85689910297394,TARGET,9,4.947500000000018,0.15,4.797500000000018,4.797500000000018,ADANIPOWER.NS,NSE,Adani Power Limited
2025-07-10,2025-07-11,2025-07-11,LONG,177.88890305328368,173.44168047695157,186.78334820594787,173.35495963671312,173.44168047695157,STOP_LOSS,1,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,CGCL.BO,BSE,Capri Global Capital
2025-06-27,2025-06-30,2025-07-11,LONG,21.41069961833954,20.87543212788105,22.481234599256517,22.46999398195689,22.481234599256517,TARGET,10,4.9475000000000104,0.15,4.79750000000001,4.79750000000001,CUPID.BO,BSE,Cupid
2025-06-27,2025-06-30,2025-07-11,LONG,21.41069961833954,20.87543212788105,22.481234599256517,22.46999398195689,22.481234599256517,TARGET,10,4.9475000000000104,0.15,4.79750000000001,4.79750000000001,CUPID.NS,NSE,Cupid Limited
2025-06-27,2025-06-30,2025-07-16,LONG,161.0805,157.0534875,169.134525,156.97496075625,157.0534875,STOP_LOSS,12,-2.548750000000001,0.15,-2.698750000000001,-2.698750000000001,500470.BO,BSE,Tata Steel
2025-06-26,2025-06-27,2025-07-16,LONG,161.0805,157.0534875,169.134525,156.97496075625,157.0534875,STOP_LOSS,14,-2.548750000000001,0.15,-2.698750000000001,-2.698750000000001,TATASTEEL.NS,NSE,Tata Steel Limited
2025-07-02,2025-07-03,2025-07-17,LONG,90.23509744262695,87.97922000656128,94.7468523147583,94.69947888860092,94.7468523147583,TARGET,11,4.947500000000002,0.15,4.797500000000001,4.797500000000001,GMRAIRPORT.BO,BSE,GMR Airports
2025-07-02,2025-07-03,2025-07-17,LONG,90.045,87.793875,94.54725,94.49997637500002,94.54725,TARGET,11,4.9475000000000176,0.15,4.797500000000017,4.797500000000017,GMRAIRPORT.NS,NSE,GMR AIRPORTS LIMITED
2025-07-01,2025-07-02,2025-07-17,LONG,570.285,556.027875,598.79925,598.499850375,598.79925,TARGET,12,4.947500000000015,0.15,4.7975000000000145,4.7975000000000145,KALYANKJIL.BO,BSE,Kalyan Jewellers
2025-07-23,2025-07-24,2025-07-25,LONG,968.8842244262695,944.6621188156128,1017.328435647583,944.189787756205,944.6621188156128,STOP_LOSS,2,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,500034.BO,BSE,Bajaj Finance
2025-07-15,2025-07-16,2025-07-25,SHORT,165.8670219497681,170.01369749851227,157.57367085227966,157.6524576877058,157.57367085227966,TARGET,8,4.95250000000001,0.15,4.80250000000001,4.80250000000001,INOXWIND.BO,BSE,Inox Wind
2025-07-15,2025-07-16,2025-07-25,SHORT,165.61714694976808,169.75757562351228,157.33628960227966,157.4149577470808,157.33628960227966,TARGET,8,4.952500000000017,0.15,4.802500000000017,4.802500000000017,INOXWIND.NS,NSE,Inox Wind Limited
2025-06-30,2025-07-01,2025-07-28,LONG,820.7601505737305,800.2411468093871,861.798158102417,799.8410262359824,800.2411468093871,STOP_LOSS,19,-2.548750000000009,0.15,-2.698750000000009,-2.698750000000009,500112.BO,BSE,State Bank of India
2025-06-25,2025-06-26,2025-08-01,LONG,122.41117347335815,119.35089413652419,128.53173214702605,119.29121868945593,119.35089413652419,STOP_LOSS,27,-2.54875,0.15,-2.69875,-2.69875,ASHOKLEY.NS,NSE,Ashok Leyland Limited
2025-07-21,2025-07-22,2025-08-01,LONG,72.12604133605957,70.32289030265808,75.73234340286255,70.28772885750675,70.32289030265808,STOP_LOSS,9,-2.5487500000000054,0.15,-2.6987500000000053,-2.6987500000000053,NMDC.BO,BSE,NMDC
2025-07-24,2025-07-25,2025-08-04,SHORT,409.795,420.039875,389.30525,420.24989493749996,420.039875,STOP_LOSS,7,-2.5512499999999863,0.15,-2.701249999999986,-2.701249999999986,ITC.NS,NSE,ITC Limited
2025-07-31,2025-08-01,2025-08-05,SHORT,425.98691220092775,436.6365850059509,404.6875665908813,436.85490329845385,436.6365850059509,STOP_LOSS,3,-2.551249999999984,0.15,-2.701249999999984,-2.701249999999984,VEDL.BO,BSE,Vedanta
2025-07-31,2025-08-01,2025-08-05,SHORT,424.8874561004639,435.50964250297545,403.6430832954407,435.7273973242269,435.50964250297545,STOP_LOSS,3,-2.551249999999978,0.15,-2.7012499999999777,-2.7012499999999777,VEDL.NS,NSE,Vedanta Limited
2025-08-04,2025-08-05,2025-08-06,LONG,335.01743110656736,326.6419953289032,351.76830266189575,326.4786743312388,326.6419953289032,STOP_LOSS,2,-2.548749999999983,0.15,-2.698749999999983,-2.698749999999983,JIOFIN.BO,BSE,Jio Financial Services
2025-08-01,2025-08-04,2025-08-07,LONG,330.01493110656736,321.76455782890315,346.5156776618957,321.60367554998874,321.76455782890315,STOP_LOSS,4,-2.5487499999999965,0.15,-2.6987499999999964,-2.6987499999999964,JIOFIN.NS,NSE,Jio Financial Services Limited
2025-07-21,2025-07-22,2025-08-07,LONG,72.036,70.2351,75.6378,70.19998245000001,70.2351,STOP_LOSS,13,-2.5487499999999916,0.15,-2.6987499999999915,-2.6987499999999915,NMDC.NS,NSE,NMDC Limited
2025-07-29,2025-07-30,2025-08-18,SHORT,886.6064627990723,908.771624369049,842.2761396591187,909.2260101812335,908.771624369049,STOP_LOSS,13,-2.5512499999999805,0.15,-2.7012499999999804,-2.7012499999999804,500034.BO,BSE,Bajaj Finance
2025-08-18,2025-08-19,2025-08-19,LONG,131.82587450408934,128.5302276414871,138.41716822929382,128.46596252766636,128.5302276414871,STOP_LOSS,1,-2.548750000000001,0.15,-2.698750000000001,-2.698750000000001,ASHOKLEY.NS,NSE,Ashok Leyland Limited
2025-08-18,2025-08-19,2025-08-20,LONG,631.065375,615.2887406250001,662.61864375,614.9810962546876,615.2887406250001,STOP_LOSS,2,-2.5487499999999867,0.15,-2.6987499999999867,-2.6987499999999867,ASTERDM.BO,BSE,Aster DM Quality Care
2025-08-22,2025-08-25,2025-08-26,LONG,113.10652805328368,110.27886485195158,118.76185445594787,110.2237254195256,110.27886485195158,STOP_LOSS,2,-2.5487500000000067,0.15,-2.6987500000000066,-2.6987500000000066,SBFC.BO,BSE,SBFC Finance
2025-08-21,2025-08-22,2025-08-26,LONG,22.881435839653015,22.30939994366169,24.025507631635666,24.01349487781985,24.025507631635666,TARGET,3,4.947500000000002,0.15,4.797500000000001,4.797500000000001,SHUKRAPHAR.BO,BSE,Shukra Pharmaceuticals
2025-08-21,2025-08-22,2025-08-29,SHORT,400.49966220092773,410.51215375595086,380.47467909088135,380.6649164304268,380.47467909088135,TARGET,5,4.9525,0.15,4.802499999999999,4.802499999999999,PFC.BO,BSE,Power Finance Corporation
2025-08-29,2025-09-01,2025-09-01,SHORT,422.038875,432.589846875,400.93693125,432.80614179843747,432.589846875,STOP_LOSS,1,-2.551249999999987,0.15,-2.701249999999987,-2.701249999999987,VEDL.BO,BSE,Vedanta
2025-08-29,2025-09-01,2025-09-01,SHORT,422.5885877990723,433.15330249404906,401.45915840911863,433.36987914529607,433.15330249404906,STOP_LOSS,1,-2.551249999999988,0.15,-2.701249999999988,-2.701249999999988,VEDL.NS,NSE,Vedanta Limited
2025-08-28,2025-08-29,2025-09-02,SHORT,154.172875,158.027196875,146.46423125,158.10621047343747,158.027196875,STOP_LOSS,2,-2.5512499999999783,0.15,-2.701249999999978,-2.701249999999978,500470.BO,BSE,Tata Steel
2025-08-29,2025-09-01,2025-09-02,SHORT,328.48566889953617,336.6978106220245,312.06138545455934,336.8661595273355,336.6978106220245,STOP_LOSS,2,-2.551249999999983,0.15,-2.701249999999983,-2.701249999999983,NTPC.BO,BSE,NTPC
2025-08-22,2025-08-25,2025-09-03,SHORT,379.560125,389.049128125,360.58211875,389.24365268906246,389.049128125,STOP_LOSS,7,-2.5512499999999814,0.15,-2.7012499999999813,-2.7012499999999813,COALINDIA.BO,BSE,Coal India
2025-09-02,2025-09-03,2025-09-03,SHORT,220.03991889953613,225.54091687202452,209.03792295455932,225.6536873304605,225.54091687202452,STOP_LOSS,1,-2.551249999999984,0.15,-2.701249999999984,-2.701249999999984,EPL.BO,BSE,EPL
2025-08-26,2025-08-28,2025-09-04,SHORT,105.99697805023195,108.64690250148773,100.69712914772035,108.70122595273847,108.64690250148773,STOP_LOSS,6,-2.551249999999982,0.15,-2.7012499999999817,-2.7012499999999817,CANBK.NS,NSE,Canara Bank
2025-08-29,2025-09-01,2025-09-04,SHORT,599.6000744018555,614.5900762619019,569.6200706817627,614.8973713000329,614.5900762619019,STOP_LOSS,4,-2.551250000000004,0.15,-2.701250000000004,-2.701250000000004,ICICIPRULI.BO,BSE,ICICI Prudential Life Insurance
2025-08-18,2025-08-19,2025-09-04,SHORT,406.1468311004639,416.3005018779754,385.8394895454407,416.5086521289144,416.3005018779754,STOP_LOSS,12,-2.5512499999999774,0.15,-2.7012499999999773,-2.7012499999999773,ITC.NS,NSE,ITC Limited
2025-09-03,2025-09-04,2025-09-04,LONG,74.9874719467163,73.11278514804839,78.73684554405212,73.07622875547438,73.11278514804839,STOP_LOSS,1,-2.5487499999999876,0.15,-2.6987499999999875,-2.6987499999999875,NMDC.BO,BSE,NMDC
2025-09-03,2025-09-04,2025-09-04,LONG,74.93745152664184,73.06401523847579,78.68432410297393,73.02748323085656,73.06401523847579,STOP_LOSS,1,-2.54874999999999,0.15,-2.6987499999999898,-2.6987499999999898,NMDC.NS,NSE,NMDC Limited
2025-09-02,2025-09-03,2025-09-05,LONG,139.0194719467163,135.5439851480484,145.97044554405213,135.47621315547437,135.5439851480484,STOP_LOSS,3,-2.5487499999999956,0.15,-2.6987499999999955,-2.6987499999999955,SAMMAANCAP.BO,BSE,Sammaan Capital
2025-09-08,2025-09-09,2025-09-17,LONG,183.4416811065674,178.8556390789032,192.61376516189577,192.51745827931484,192.61376516189577,TARGET,7,4.947500000000016,0.15,4.797500000000015,4.797500000000015,VIYASH.BO,BSE,Viyash Scientific
2025-09-11,2025-09-12,2025-09-22,LONG,825.3124744262694,804.6796625656127,866.578098147583,866.1448090985092,866.578098147583,TARGET,7,4.9475000000000104,0.15,4.79750000000001,4.79750000000001,500112.BO,BSE,State Bank of India
2025-09-17,2025-09-18,2025-09-22,LONG,91.90593061065674,89.60828234539032,96.50122714118957,89.56347820421763,89.60828234539032,STOP_LOSS,3,-2.548749999999994,0.15,-2.6987499999999938,-2.6987499999999938,GMRAIRPORT.BO,BSE,GMR Airports
2025-09-17,2025-09-18,2025-09-24,LONG,92.13604133605956,89.83264030265808,96.74284340286255,89.78772398250675,89.83264030265808,STOP_LOSS,5,-2.548749999999997,0.15,-2.698749999999997,-2.698749999999997,GMRAIRPORT.NS,NSE,GMR AIRPORTS LIMITED
2025-09-16,2025-09-17,2025-09-25,LONG,541.2204872131348,527.6899750328064,568.2815115737916,527.42613004529,527.6899750328064,STOP_LOSS,7,-2.5487499999999934,0.15,-2.6987499999999933,-2.6987499999999933,JSWENERGY.BO,BSE,JSW Energy
2025-09-05,2025-09-08,2025-10-03,LONG,393.39661221313474,383.5616969078064,413.0664428237915,383.3699160593525,383.5616969078064,STOP_LOSS,19,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,COALINDIA.BO,BSE,Coal India
2025-09-29,2025-09-30,2025-10-03,SHORT,35.352313932418824,36.23612178072929,33.58469823579788,36.25423984161966,36.23612178072929,STOP_LOSS,3,-2.5512499999999965,0.15,-2.7012499999999964,-2.7012499999999964,JINDWORLD.NS,NSE,Jindal Worldwide Limited
2025-09-26,2025-09-29,2025-10-06,SHORT,68.87554866027833,70.59743737678528,65.4317712272644,70.63273609547367,70.59743737678528,STOP_LOSS,5,-2.551249999999996,0.15,-2.701249999999996,-2.701249999999996,IDFCFIRSTB.BO,BSE,IDFC First Bank
2025-09-26,2025-09-29,2025-10-06,SHORT,68.85555438995361,70.57694324970244,65.41277667045593,70.61223172132729,70.57694324970244,STOP_LOSS,5,-2.5512499999999836,0.15,-2.7012499999999835,-2.7012499999999835,IDFCFIRSTB.NS,NSE,IDFC First Bank Limited
2025-10-06,2025-10-07,2025-10-07,LONG,314.907375,307.034690625,330.65274375,306.8811732796875,307.034690625,STOP_LOSS,1,-2.5487499999999956,0.15,-2.6987499999999955,-2.6987499999999955,IXIGO.BO,BSE,Le Travenues Technology (IXIGO)
2025-09-24,2025-09-25,2025-10-07,SHORT,306.596625,314.261540625,291.26679375,314.4186713953125,314.261540625,STOP_LOSS,8,-2.551249999999999,0.15,-2.701249999999999,-2.701249999999999,JIOFIN.NS,NSE,Jio Financial Services Limited
2025-09-26,2025-09-29,2025-10-08,SHORT,1459.320023803711,1495.8030243988035,1386.3540226135253,1496.5509259110029,1495.8030243988035,STOP_LOSS,7,-2.551249999999986,0.15,-2.7012499999999857,-2.7012499999999857,500209.BO,BSE,Infosys
2025-09-04,2025-09-05,2025-10-09,LONG,166.88340305328367,162.71131797695156,175.22757320594786,175.1399594193449,175.22757320594786,TARGET,24,4.947500000000014,0.15,4.797500000000014,4.797500000000014,500470.BO,BSE,Tata Steel
2025-10-08,2025-10-09,2025-10-09,LONG,59.0295,57.5537625,61.980975,57.52498561875,57.5537625,STOP_LOSS,1,-2.5487499999999956,0.15,-2.6987499999999955,-2.6987499999999955,IFCI.NS,NSE,IFCI Limited
2025-09-25,2025-09-26,2025-10-09,SHORT,141.17937500000002,144.708859375,134.12040625,144.7812138046875,144.708859375,STOP_LOSS,9,-2.551249999999982,0.15,-2.7012499999999817,-2.7012499999999817,INOXWIND.BO,BSE,Inox Wind
2025-09-25,2025-09-26,2025-10-09,SHORT,141.12939694976808,144.65763187351226,134.07292710227966,144.729960689449,144.65763187351226,STOP_LOSS,9,-2.5512499999999743,0.15,-2.701249999999974,-2.701249999999974,INOXWIND.NS,NSE,Inox Wind Limited
2025-09-03,2025-09-04,2025-10-09,LONG,169.0845,164.8573875,177.538725,177.4499556375,177.538725,TARGET,25,4.947500000000011,0.15,4.797500000000011,4.797500000000011,TATASTEEL.NS,NSE,Tata Steel Limited
2025-09-26,2025-09-29,2025-10-10,SHORT,48.975500000000004,50.1998875,46.526725,50.22498744375,50.1998875,STOP_LOSS,9,-2.5512499999999974,0.15,-2.7012499999999973,-2.7012499999999973,MOREPENLAB.NS,NSE,Morepen Laboratories Limited
2025-09-30,2025-10-01,2025-10-16,SHORT,1363.5678750000002,1397.6570718750002,1295.38948125,1398.3559004109377,1397.6570718750002,STOP_LOSS,11,-2.55125,0.15,-2.70125,-2.70125,500325.BO,BSE,Reliance Industries
2025-09-24,2025-09-25,2025-10-17,SHORT,401.24928720092777,411.2805193809509,381.18682284088135,411.48615964064135,411.2805193809509,STOP_LOSS,16,-2.5512499999999774,0.15,-2.7012499999999773,-2.7012499999999773,ITC.NS,NSE,ITC Limited
2025-10-16,2025-10-17,2025-10-17,LONG,449.5246377868652,438.28652184219357,472.0008696762085,438.06737858127246,438.28652184219357,STOP_LOSS,1,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,SWIGGY.BO,BSE,Swiggy
2025-10-16,2025-10-17,2025-10-17,LONG,447.2235,436.0429125,469.584675,435.82489104375003,436.0429125,STOP_LOSS,1,-2.548749999999994,0.15,-2.6987499999999938,-2.6987499999999938,SWIGGY.NS,NSE,Swiggy Limited
2025-10-15,2025-10-16,2025-10-17,LONG,126.86340305328369,123.6918179769516,133.20657320594788,123.62997206796312,123.6918179769516,STOP_LOSS,2,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,WELSPUNLIV.BO,BSE,Welspun Living
2025-09-29,2025-09-30,2025-10-17,SHORT,112.89352194976807,115.71585999851226,107.24884585227966,107.30247027520579,107.24884585227966,TARGET,13,4.952500000000015,0.15,4.802500000000014,4.802500000000014,ZEEL.BO,BSE,Zee Entertainment
2025-09-29,2025-09-30,2025-10-17,SHORT,112.70362213516236,115.52121268854141,107.06844102840424,107.12197524891843,107.06844102840424,TARGET,13,4.952500000000013,0.15,4.802500000000013,4.802500000000013,ZEEL.NS,NSE,Zee Entertainment Enterprises Limited
