signal_date,entry_date,exit_date,direction,entry_price,stop_loss,target,exit_price,exit_reason,holding_days,gross_pnl_pct,net_pnl_pct,variant,symbol,exchange,regime,filter
2026-05-06,2026-05-07,2026-05-11,LONG,63.08000183105469,61.50300178527832,66.23400192260742,61.50300178527832,STOP_LOSS,2,-2.499999999999998,-2.6499999999999977,CURRENT,UJJIVANSFB,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-06,2026-05-07,2026-05-12,SHORT,199.8999938964844,204.8974937438965,189.90499420166017,189.90499420166017,TARGET,3,5.000000000000005,4.850000000000005,CURRENT,WIPRO,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-07,2026-05-08,2026-05-12,LONG,1195.0,1165.125,1254.75,1165.125,STOP_LOSS,2,-2.5,-2.65,CURRENT,PAYTM,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-08,2026-05-11,2026-05-18,SHORT,1007.0,1032.175,956.65,956.65,TARGET,5,5.000000000000003,4.850000000000002,CURRENT,SBIN,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-08,2026-05-11,2026-05-11,LONG,133.75999450683594,130.41599464416504,140.4479942321777,130.41599464416504,STOP_LOSS,0,-2.5,-2.65,CURRENT,IEX,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-08,2026-05-11,2026-05-15,SHORT,1009.9500122070312,1035.198762512207,959.4525115966796,959.4525115966796,TARGET,4,5.000000000000004,4.850000000000004,CURRENT,SBIN,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-12,2026-05-13,2026-05-14,SHORT,140.0500030517578,143.55125312805174,133.04750289916993,143.55125312805174,STOP_LOSS,1,-2.499999999999988,-2.649999999999988,CURRENT,SAMMAANCAP,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-13,2026-05-14,2026-05-22,SHORT,233.0,238.825,221.35,238.825,STOP_LOSS,6,-2.499999999999995,-2.649999999999995,CURRENT,JIOFIN,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-14,2026-05-15,2026-05-26,SHORT,245.0,251.125,232.75,251.125,STOP_LOSS,7,-2.4999999999999885,-2.6499999999999884,CURRENT,ETERNAL,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-14,2026-05-15,2026-05-18,LONG,303.0,295.425,318.15000000000003,295.425,STOP_LOSS,1,-2.4999999999999964,-2.6499999999999964,CURRENT,ONGC,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-14,2026-05-15,2026-05-26,SHORT,244.6999969482422,250.8174968719482,232.4649971008301,250.8174968719482,STOP_LOSS,7,-2.499999999999986,-2.6499999999999857,CURRENT,ETERNAL,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-14,2026-05-15,2026-05-22,SHORT,234.75,240.61875,223.0125,240.61875,STOP_LOSS,5,-2.4999999999999902,-2.64999999999999,CURRENT,JIOFIN,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-18,2026-05-19,2026-06-02,SHORT,1338.699951171875,1372.1674499511716,1271.7649536132812,1314.5999755859375,TIME_EXIT,10,1.8002522196882724,1.6502522196882723,CURRENT,RELIANCE,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-18,2026-05-19,2026-05-26,SHORT,54.290000915527344,55.647250938415525,51.575500869750975,55.647250938415525,STOP_LOSS,5,-2.499999999999995,-2.649999999999995,CURRENT,UJJIVANSFB,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-20,2026-05-21,2026-05-26,LONG,364.0,354.9,382.2,382.2,TARGET,3,4.9999999999999964,4.849999999999996,CURRENT,TMPV,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-21,2026-05-22,2026-05-26,LONG,365.0,355.875,383.25,383.25,TARGET,2,5.0,4.85,CURRENT,TMPV,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-22,2026-05-25,2026-05-26,LONG,163.35000610351562,159.26625595092773,171.51750640869142,171.51750640869142,TARGET,1,5.000000000000007,4.850000000000007,CURRENT,SAMMAANCAP,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-25,2026-05-26,2026-05-29,SHORT,304.3500061035156,311.95875625610347,289.1325057983398,289.1325057983398,TARGET,3,5.000000000000007,4.850000000000007,CURRENT,ITC,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-25,2026-05-26,2026-05-26,LONG,68.01000213623047,66.3097520828247,71.41050224304199,66.3097520828247,STOP_LOSS,0,-2.5000000000000084,-2.6500000000000083,CURRENT,ABFRL,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-26,2026-05-27,2026-06-05,LONG,203.8500061035156,198.7537559509277,214.0425064086914,198.7537559509277,STOP_LOSS,7,-2.499999999999998,-2.6499999999999977,CURRENT,WIPRO,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-26,2026-05-27,2026-06-05,LONG,203.6000061035156,198.5100059509277,213.78000640869135,198.5100059509277,STOP_LOSS,7,-2.5000000000000004,-2.6500000000000004,CURRENT,WIPRO,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-27,2026-05-28,2026-05-29,LONG,433.0499877929688,422.22373809814457,454.7024871826173,422.22373809814457,STOP_LOSS,1,-2.500000000000005,-2.650000000000005,CURRENT,NATIONALUM,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-05-27,2026-05-28,2026-05-29,LONG,432.5499877929688,421.73623809814455,454.17748718261726,421.73623809814455,STOP_LOSS,1,-2.5000000000000075,-2.6500000000000075,CURRENT,NATIONALUM,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-01,2026-06-02,2026-06-03,LONG,94.38999938964844,92.03024940490722,99.10949935913088,92.03024940490722,STOP_LOSS,1,-2.500000000000003,-2.650000000000003,CURRENT,ZEEL,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-01,2026-06-02,2026-06-03,LONG,94.4000015258789,92.04000148773191,99.12000160217283,92.04000148773191,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,CURRENT,ZEEL,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-02,2026-06-03,2026-06-11,SHORT,75.55999755859375,77.4489974975586,71.78199768066406,71.78199768066406,TARGET,6,5.0,4.85,CURRENT,NHPC,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-02,2026-06-03,2026-06-11,SHORT,75.69000244140625,77.5822525024414,71.90550231933594,71.90550231933594,TARGET,6,5.0,4.85,CURRENT,NHPC,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-03,2026-06-04,2026-06-05,SHORT,122.0,125.04999999999998,115.9,125.04999999999998,STOP_LOSS,1,-2.499999999999986,-2.6499999999999857,CURRENT,IREDA,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-03,2026-06-04,2026-06-05,SHORT,121.8499984741211,124.89624843597412,115.75749855041504,124.89624843597412,STOP_LOSS,1,-2.499999999999995,-2.649999999999995,CURRENT,IREDA,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-05,2026-06-08,2026-06-08,LONG,126.6999969482422,123.53249702453614,133.0349967956543,123.53249702453614,STOP_LOSS,0,-2.5000000000000044,-2.6500000000000044,CURRENT,PARADEEP,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-08,2026-06-09,2026-06-23,SHORT,183.97000122070312,188.5692512512207,174.77150115966796,174.77150115966796,TARGET,10,5.000000000000003,4.850000000000002,CURRENT,WIPRO,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-08,2026-06-09,2026-06-23,SHORT,184.0,188.6,174.79999999999998,174.79999999999998,TARGET,10,5.000000000000009,4.8500000000000085,CURRENT,WIPRO,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-10,2026-06-11,2026-06-11,SHORT,369.0,378.225,350.55,378.225,STOP_LOSS,0,-2.4999999999999907,-2.6499999999999906,CURRENT,NATIONALUM,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-10,2026-06-11,2026-06-11,SHORT,367.9500122070313,377.14876251220704,349.5525115966797,377.14876251220704,STOP_LOSS,0,-2.499999999999987,-2.649999999999987,CURRENT,NATIONALUM,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-11,2026-06-12,2026-06-25,LONG,1330.0,1296.75,1396.5,1396.5,TARGET,9,5.0,4.85,CURRENT,ICICIBANK,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-11,2026-06-12,2026-06-12,SHORT,122.8499984741211,125.9212484359741,116.70749855041504,125.9212484359741,STOP_LOSS,0,-2.4999999999999885,-2.6499999999999884,CURRENT,PARADEEP,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-12,2026-06-15,2026-06-29,LONG,408.0,397.8,428.4,397.8,STOP_LOSS,10,-2.4999999999999973,-2.649999999999997,CURRENT,KOTAKBANK,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-12,2026-06-15,2026-06-29,LONG,279.54998779296875,272.56123809814454,293.5274871826172,272.56123809814454,STOP_LOSS,9,-2.499999999999996,-2.649999999999996,CURRENT,BANKBARODA,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-16,2026-06-17,2026-06-17,LONG,135.85000610351562,132.45375595092773,142.64250640869142,132.45375595092773,STOP_LOSS,0,-2.5000000000000044,-2.6500000000000044,CURRENT,PARADEEP,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-17,2026-06-18,2026-06-18,LONG,282.5,275.4375,296.625,296.625,TARGET,0,5.0,4.85,CURRENT,NYKAA,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-18,2026-06-19,2026-07-03,LONG,788.7000122070312,768.9825119018554,828.1350128173829,801.0499877929688,TIME_EXIT,10,1.5658647641425,1.4158647641425002,CURRENT,HDFCBANK,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-18,2026-06-19,2026-06-29,LONG,144.97999572753906,141.3554958343506,152.22899551391603,141.3554958343506,STOP_LOSS,6,-2.499999999999996,-2.649999999999996,CURRENT,IOC,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-18,2026-06-19,2026-06-25,LONG,954.0499877929688,930.1987380981444,1001.7524871826172,1001.7524871826172,TARGET,4,5.0,4.85,CURRENT,BAJFINANCE,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-18,2026-06-19,2026-06-29,LONG,145.35000610351562,141.71625595092772,152.6175064086914,141.71625595092772,STOP_LOSS,6,-2.5000000000000115,-2.6500000000000115,CURRENT,IOC,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-19,2026-06-22,2026-06-24,LONG,264.5,257.8875,277.725,257.8875,STOP_LOSS,2,-2.5000000000000044,-2.6500000000000044,CURRENT,ETERNAL,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-19,2026-06-22,2026-06-23,LONG,245.0,238.875,257.25,238.875,STOP_LOSS,1,-2.5,-2.65,CURRENT,JIOFIN,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-19,2026-06-22,2026-06-23,LONG,265.8500061035156,259.2037559509277,279.1425064086914,259.2037559509277,STOP_LOSS,1,-2.500000000000013,-2.650000000000013,CURRENT,ETERNAL,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-19,2026-06-22,2026-06-23,LONG,244.75,238.63125,256.9875,238.63125,STOP_LOSS,1,-2.500000000000002,-2.650000000000002,CURRENT,JIOFIN,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-19,2026-06-22,2026-06-23,LONG,77.72000122070312,75.77700119018554,81.60600128173829,75.77700119018554,STOP_LOSS,1,-2.500000000000004,-2.6500000000000035,CURRENT,LLOYDSENT,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-25,2026-06-26,2026-07-08,SHORT,128.9499969482422,132.17374687194825,122.50249710083008,122.50249710083008,TARGET,8,5.000000000000006,4.850000000000006,CURRENT,CANBK,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-25,2026-06-26,2026-07-08,SHORT,129.0,132.225,122.55,122.55,TARGET,8,5.000000000000003,4.850000000000002,CURRENT,CANBK,BSE,BEAR,BULL_LONG_BEAR_BOTH
2026-06-29,2026-06-30,2026-07-14,SHORT,90.9499969482422,93.22374687194824,86.40249710083009,88.70999908447266,TIME_EXIT,10,2.4628894325794013,2.3128894325794014,CURRENT,IRFC,NSE,BEAR,BULL_LONG_BEAR_BOTH
2026-08-03,2026-08-04,2026-08-11,LONG,143.47000122070312,139.88325119018555,150.64350128173828,139.88325119018555,STOP_LOSS,5,-2.5,-2.65,CURRENT,IOC,NSE,BULL,BULL_LONG_BEAR_BOTH
2026-08-04,2026-08-05,2026-08-07,LONG,1043.0,1016.925,1095.15,1095.15,TARGET,2,5.000000000000009,4.8500000000000085,CURRENT,SBIN,NSE,BULL,BULL_LONG_BEAR_BOTH
2026-08-04,2026-08-05,2026-08-11,LONG,143.6999969482422,140.10749702453612,150.8849967956543,140.10749702453612,STOP_LOSS,4,-2.500000000000012,-2.650000000000012,CURRENT,IOC,BSE,BULL,BULL_LONG_BEAR_BOTH
2026-08-04,2026-08-05,2026-08-06,LONG,611.0499877929688,595.7737380981445,641.6024871826172,641.6024871826172,TARGET,1,5.000000000000004,4.850000000000003,CURRENT,STLTECH,BSE,BULL,BULL_LONG_BEAR_BOTH
2026-08-05,2026-08-06,2026-08-10,LONG,61.9900016784668,60.44025163650512,65.08950176239014,60.44025163650512,STOP_LOSS,2,-2.5000000000000044,-2.6500000000000044,CURRENT,ABFRL,BSE,BULL,BULL_LONG_BEAR_BOTH
2025-08-22,2025-08-25,2025-08-26,LONG,159.0,155.025,166.95000000000002,155.025,STOP_LOSS,1,-2.4999999999999964,-2.6499999999999964,LONG_RSI_ZONE,TATASTEEL,BSE,NEUTRAL,ALL_TRADES
2025-08-27,2025-08-28,2025-09-11,SHORT,235.4499969482422,241.33624687194825,223.67749710083007,241.33624687194825,STOP_LOSS,9,-2.4999999999999902,-2.64999999999999,LONG_RSI_ZONE,BANKBARODA,BSE,NEUTRAL,ALL_TRADES
2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,1,-2.4999999999999925,-2.6499999999999924,LONG_RSI_ZONE,TATASTEEL,BSE,NEUTRAL,ALL_TRADES
2025-09-02,2025-09-03,2025-09-11,SHORT,805.0,825.1249999999999,764.75,825.1249999999999,STOP_LOSS,6,-2.499999999999986,-2.6499999999999857,LONG_RSI_ZONE,SBIN,BSE,NEUTRAL,ALL_TRADES
2025-09-18,2025-09-19,2025-09-26,LONG,123.1999969482422,120.11999702453616,129.35999679565433,120.11999702453616,STOP_LOSS,5,-2.5,-2.65,LONG_RSI_ZONE,STLTECH,BSE,BULL,ALL_TRADES
2025-09-19,2025-09-22,2025-10-07,LONG,339.1499938964844,330.67124404907224,356.1074935913086,338.0,TIME_EXIT,10,-0.3390812080731976,-0.4890812080731975,LONG_RSI_ZONE,NTPC,NSE,BULL,ALL_TRADES
2025-09-19,2025-09-22,2025-10-07,LONG,339.6000061035156,331.1100059509277,356.5800064086914,338.0,TIME_EXIT,10,-0.4711443094108535,-0.6211443094108535,LONG_RSI_ZONE,NTPC,BSE,BULL,ALL_TRADES
2025-09-23,2025-09-24,2025-10-09,SHORT,403.2000122070313,413.2800125122071,383.0400115966797,399.8999938964844,TIME_EXIT,10,0.8184568974795738,0.6684568974795738,LONG_RSI_ZONE,ITC,NSE,BULL,ALL_TRADES
2025-09-25,2025-09-26,2025-10-07,SHORT,300.8999938964844,308.42249374389644,285.85499420166013,308.42249374389644,STOP_LOSS,6,-2.499999999999985,-2.649999999999985,LONG_RSI_ZONE,JIOFIN,NSE,BULL,ALL_TRADES
2025-09-25,2025-09-26,2025-10-07,SHORT,301.25,308.78125,286.1875,308.78125,STOP_LOSS,6,-2.5,-2.65,LONG_RSI_ZONE,JIOFIN,BSE,BULL,ALL_TRADES
2025-09-26,2025-09-29,2025-10-06,SHORT,68.88999938964844,70.61224937438965,65.44549942016602,70.61224937438965,STOP_LOSS,4,-2.5,-2.65,LONG_RSI_ZONE,IDFCFIRSTB,NSE,BULL,ALL_TRADES
2025-09-26,2025-09-29,2025-10-01,SHORT,138.0,141.45,131.1,141.45,STOP_LOSS,2,-2.499999999999992,-2.649999999999992,LONG_RSI_ZONE,IEX,NSE,BULL,ALL_TRADES
2025-09-26,2025-09-29,2025-10-06,SHORT,68.91000366210938,70.6327537536621,65.46450347900391,70.6327537536621,STOP_LOSS,4,-2.499999999999988,-2.6499999999999875,LONG_RSI_ZONE,IDFCFIRSTB,BSE,BULL,ALL_TRADES
2025-09-26,2025-09-29,2025-09-30,SHORT,137.8000030517578,141.24500312805174,130.9100028991699,141.24500312805174,STOP_LOSS,1,-2.499999999999984,-2.6499999999999835,LONG_RSI_ZONE,IEX,BSE,BULL,ALL_TRADES
2025-09-29,2025-09-30,2025-10-08,SHORT,239.92999267578125,245.92824249267576,227.93349304199216,245.92824249267576,STOP_LOSS,5,-2.499999999999993,-2.649999999999993,LONG_RSI_ZONE,WIPRO,NSE,BULL,ALL_TRADES
2025-09-29,2025-09-30,2025-10-08,SHORT,240.0,246.0,228.0,246.0,STOP_LOSS,5,-2.499999999999988,-2.649999999999988,LONG_RSI_ZONE,WIPRO,BSE,BULL,ALL_TRADES
2025-10-01,2025-10-03,2025-10-07,SHORT,174.72000122070312,179.08800125122067,165.98400115966797,179.08800125122067,STOP_LOSS,2,-2.499999999999984,-2.649999999999984,LONG_RSI_ZONE,GAIL,NSE,BULL,ALL_TRADES
2025-10-03,2025-10-06,2025-10-07,LONG,58.2599983215332,56.80349836349488,61.17299823760987,56.80349836349488,STOP_LOSS,1,-2.499999999999998,-2.6499999999999977,LONG_RSI_ZONE,IFCI,NSE,BULL,ALL_TRADES
2025-10-03,2025-10-06,2025-10-08,LONG,48.79999923706055,47.57999925613403,51.23999919891358,47.57999925613403,STOP_LOSS,2,-2.5000000000000058,-2.6500000000000057,LONG_RSI_ZONE,UJJIVANSFB,NSE,BULL,ALL_TRADES
2025-10-06,2025-10-07,2025-10-07,LONG,49.38999938964844,48.15524940490722,51.85949935913087,48.15524940490722,STOP_LOSS,0,-2.5000000000000058,-2.6500000000000057,LONG_RSI_ZONE,UJJIVANSFB,BSE,BULL,ALL_TRADES
2025-10-06,2025-10-07,2025-10-21,LONG,256.04998779296875,249.6487380981445,268.8524871826172,257.5,TIME_EXIT,10,0.5663004398202389,0.4163004398202389,LONG_RSI_ZONE,NYKAA,BSE,BULL,ALL_TRADES
2025-10-10,2025-10-13,2025-10-16,LONG,74.3499984741211,72.49124851226806,78.06749839782715,72.49124851226806,STOP_LOSS,3,-2.5000000000000115,-2.6500000000000115,LONG_RSI_ZONE,IDFCFIRSTB,NSE,BULL,ALL_TRADES
2025-10-10,2025-10-13,2025-10-14,SHORT,679.0,695.9749999999999,645.05,645.05,TARGET,1,5.000000000000006,4.850000000000006,LONG_RSI_ZONE,TMPV,NSE,BULL,ALL_TRADES
2025-10-10,2025-10-13,2025-10-16,LONG,74.41000366210938,72.54975357055663,78.13050384521485,72.54975357055663,STOP_LOSS,3,-2.5000000000000115,-2.6500000000000115,LONG_RSI_ZONE,IDFCFIRSTB,BSE,BULL,ALL_TRADES
2025-10-10,2025-10-13,2025-10-14,SHORT,679.1500244140625,696.128775024414,645.1925231933593,645.1925231933593,TARGET,1,5.00000000000001,4.850000000000009,LONG_RSI_ZONE,TMPV,BSE,BULL,ALL_TRADES
2025-10-10,2025-10-13,2025-10-16,LONG,1236.0,1205.1,1297.8,1297.8,TARGET,3,4.9999999999999964,4.849999999999996,LONG_RSI_ZONE,PAYTM,BSE,BULL,ALL_TRADES
2025-10-14,2025-10-15,2025-10-16,SHORT,332.3500061035156,340.65875625610346,315.73250579833984,340.65875625610346,STOP_LOSS,1,-2.4999999999999827,-2.6499999999999826,LONG_RSI_ZONE,RVNL,BSE,BULL,ALL_TRADES
2025-10-28,2025-10-29,2025-10-30,LONG,147.0,143.325,154.35,143.325,STOP_LOSS,1,-2.500000000000008,-2.650000000000008,LONG_RSI_ZONE,IEX,NSE,BULL,ALL_TRADES
2025-10-28,2025-10-29,2025-10-30,LONG,147.0,143.325,154.35,143.325,STOP_LOSS,1,-2.500000000000008,-2.650000000000008,LONG_RSI_ZONE,IEX,BSE,BULL,ALL_TRADES
2025-10-29,2025-10-30,2025-10-31,LONG,138.6999969482422,135.23249702453612,145.6349967956543,135.23249702453612,STOP_LOSS,1,-2.5000000000000124,-2.6500000000000123,LONG_RSI_ZONE,SAIL,NSE,BULL,ALL_TRADES
2025-10-30,2025-10-31,2025-11-03,LONG,276.29998779296875,269.3924880981445,290.1149871826172,269.3924880981445,STOP_LOSS,1,-2.5000000000000124,-2.6500000000000123,LONG_RSI_ZONE,AWL,BSE,BULL,ALL_TRADES
2025-10-31,2025-11-03,2025-11-04,LONG,142.0,138.45,149.1,138.45,STOP_LOSS,1,-2.500000000000008,-2.650000000000008,LONG_RSI_ZONE,ASHOKLEY,NSE,BULL,ALL_TRADES
2025-11-03,2025-11-04,2025-11-07,LONG,138.25,134.79375,145.1625,134.79375,STOP_LOSS,2,-2.500000000000008,-2.650000000000008,LONG_RSI_ZONE,SAIL,NSE,BULL,ALL_TRADES
2025-11-06,2025-11-07,2025-11-11,SHORT,297.0,304.42499999999995,282.15,304.42499999999995,STOP_LOSS,2,-2.4999999999999845,-2.6499999999999844,LONG_RSI_ZONE,JIOFIN,NSE,BULL,ALL_TRADES
2025-11-06,2025-11-07,2025-11-21,SHORT,324.3999938964844,332.5099937438965,308.1799942016601,326.6499938964844,TIME_EXIT,10,-0.6935881758117333,-0.8435881758117333,LONG_RSI_ZONE,NTPC,NSE,BULL,ALL_TRADES
2025-11-06,2025-11-07,2025-11-20,SHORT,270.20001220703125,276.955012512207,256.69001159667965,276.955012512207,STOP_LOSS,9,-2.499999999999996,-2.6499999999999955,LONG_RSI_ZONE,POWERGRID,NSE,BULL,ALL_TRADES
2025-11-06,2025-11-07,2025-11-11,SHORT,296.70001220703125,304.117512512207,281.86501159667966,304.117512512207,STOP_LOSS,2,-2.4999999999999845,-2.6499999999999844,LONG_RSI_ZONE,JIOFIN,BSE,BULL,ALL_TRADES
2025-11-06,2025-11-07,2025-11-21,SHORT,324.5,332.61249999999995,308.275,326.6000061035156,TIME_EXIT,10,-0.6471513416072805,-0.7971513416072805,LONG_RSI_ZONE,NTPC,BSE,BULL,ALL_TRADES
2025-11-07,2025-11-10,2025-11-24,SHORT,149.9499969482422,153.69874687194823,142.45249710083007,142.45249710083007,TARGET,10,5.000000000000004,4.850000000000003,LONG_RSI_ZONE,IREDA,NSE,BULL,ALL_TRADES
2025-11-07,2025-11-10,2025-11-12,SHORT,149.3000030517578,153.03250312805176,141.83500289916992,153.03250312805176,STOP_LOSS,2,-2.5,-2.65,LONG_RSI_ZONE,IREDA,BSE,BULL,ALL_TRADES
2025-11-10,2025-11-11,2025-11-19,SHORT,66.4000015258789,68.06000156402587,63.08000144958496,63.08000144958496,TARGET,6,5.000000000000009,4.8500000000000085,LONG_RSI_ZONE,LLOYDSENT,BSE,BULL,ALL_TRADES
2025-11-11,2025-11-12,2025-11-21,SHORT,55.70000076293945,57.09250078201293,52.91500072479248,52.91500072479248,TARGET,7,5.000000000000005,4.850000000000005,LONG_RSI_ZONE,IFCI,NSE,BULL,ALL_TRADES
2025-11-14,2025-11-17,2025-11-20,LONG,76.5,74.58749999999999,80.325,74.58749999999999,STOP_LOSS,3,-2.500000000000011,-2.650000000000011,LONG_RSI_ZONE,NMDC,NSE,BULL,ALL_TRADES
2025-11-14,2025-11-17,2025-11-27,LONG,109.8499984741211,107.10374851226808,115.34249839782716,115.34249839782716,TARGET,8,5.000000000000008,4.850000000000008,LONG_RSI_ZONE,MOTHERSON,NSE,BULL,ALL_TRADES
2025-11-14,2025-11-17,2025-11-20,LONG,76.58000183105469,74.66550178527832,80.40900192260743,74.66550178527832,STOP_LOSS,3,-2.4999999999999964,-2.6499999999999964,LONG_RSI_ZONE,NMDC,BSE,BULL,ALL_TRADES
2025-11-14,2025-11-17,2025-11-27,LONG,109.8000030517578,107.05500297546384,115.2900032043457,115.2900032043457,TARGET,8,5.000000000000006,4.850000000000006,LONG_RSI_ZONE,MOTHERSON,BSE,BULL,ALL_TRADES
2025-11-21,2025-11-24,2025-12-01,SHORT,73.51000213623047,75.34775218963622,69.83450202941894,75.34775218963622,STOP_LOSS,5,-2.499999999999992,-2.649999999999992,LONG_RSI_ZONE,NMDC,NSE,BULL,ALL_TRADES
2025-11-21,2025-11-24,2025-12-01,SHORT,73.36000061035156,75.19400062561034,69.69200057983399,75.19400062561034,STOP_LOSS,5,-2.4999999999999885,-2.6499999999999884,LONG_RSI_ZONE,NMDC,BSE,BULL,ALL_TRADES
2025-11-28,2025-12-01,2025-12-03,SHORT,259.6499938964844,266.14124374389644,246.66749420166013,246.66749420166013,TARGET,2,5.000000000000009,4.8500000000000085,LONG_RSI_ZONE,AWL,BSE,BULL,ALL_TRADES
2025-12-02,2025-12-03,2025-12-03,LONG,1365.949951171875,1331.801202392578,1434.2474487304687,1331.801202392578,STOP_LOSS,0,-2.5000000000000067,-2.6500000000000066,LONG_RSI_ZONE,PAYTM,BSE,BULL,ALL_TRADES
2025-12-08,2025-12-09,2025-12-15,SHORT,107.9000015258789,110.59750156402588,102.50500144958497,110.59750156402588,STOP_LOSS,4,-2.4999999999999973,-2.649999999999997,LONG_RSI_ZONE,NBCC,NSE,BULL,ALL_TRADES
2025-12-08,2025-12-09,2025-12-15,SHORT,108.0,110.7,102.6,110.7,STOP_LOSS,4,-2.4999999999999893,-2.6499999999999893,LONG_RSI_ZONE,NBCC,BSE,BULL,ALL_TRADES
2025-12-09,2025-12-10,2025-12-15,SHORT,475.0,486.875,451.25,486.875,STOP_LOSS,3,-2.499999999999988,-2.649999999999988,LONG_RSI_ZONE,KALYANKJIL,BSE,BULL,ALL_TRADES
2025-12-12,2025-12-15,2025-12-24,LONG,287.54998779296875,280.3612380981445,301.9274871826172,301.9274871826172,TARGET,7,5.000000000000004,4.850000000000003,LONG_RSI_ZONE,MANAPPURAM,NSE,BULL,ALL_TRADES
2025-12-17,2025-12-18,2026-01-02,LONG,162.0,157.95,170.1,166.7899932861328,TIME_EXIT,10,2.9567859790943287,2.806785979094329,LONG_RSI_ZONE,IOC,NSE,BULL,ALL_TRADES
2025-12-17,2025-12-18,2026-01-02,LONG,162.0,157.95,170.1,166.8000030517578,TIME_EXIT,10,2.962964846764081,2.812964846764081,LONG_RSI_ZONE,IOC,BSE,BULL,ALL_TRADES
2025-12-26,2025-12-29,2025-12-29,LONG,125.8499984741211,122.70374851226806,132.14249839782715,122.70374851226806,STOP_LOSS,0,-2.500000000000002,-2.650000000000002,LONG_RSI_ZONE,NBCC,NSE,BULL,ALL_TRADES
2025-12-26,2025-12-29,2025-12-29,LONG,126.0,122.85,132.3,122.85,STOP_LOSS,0,-2.5000000000000044,-2.6500000000000044,LONG_RSI_ZONE,NBCC,BSE,BULL,ALL_TRADES
2025-12-30,2025-12-31,2026-01-08,LONG,264.3500061035156,257.7412559509277,277.56750640869143,257.7412559509277,STOP_LOSS,6,-2.5000000000000044,-2.6500000000000044,LONG_RSI_ZONE,NYKAA,BSE,BULL,ALL_TRADES
2026-01-01,2026-01-02,2026-01-06,SHORT,360.0,369.0,342.0,342.0,TARGET,2,5.0,4.85,LONG_RSI_ZONE,ITC,NSE,BULL,ALL_TRADES
2026-01-02,2026-01-05,2026-01-06,LONG,158.0,154.04999999999998,165.9,165.9,TARGET,1,5.000000000000004,4.850000000000003,LONG_RSI_ZONE,UNIONBANK,NSE,BULL,ALL_TRADES
